Model;Brand;Price;Foreign Currency;Date of Currency;Gear;Fuel;Engine Displacement;Transmission;Horsepower;Mortgage;Confiscation;Inspection;Year;Km;Area of Use;Colour;Top Speed;Luggage Volume;0-100;Max Torque;Cylinder;Tank;Consumption;Valve;Kaput;Tavan;Ön Tampon;Arka Tampon;Sağ Ön Çamurluk;Sağ Ön Kapı;Sağ Arka Kapı;Sağ Arka Çamurluk;Sol Ön Çamurluk;Sol Ön Kapı;Sol Arka Kapı;Sol Arka Çamurluk
leon;seat;760000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;105;hayır;hayır;10.05.2024;2015;153580;hatchback;beyaz;191;380;;250;4;50;4.6 (şi̇) / 3.5 (şd);16;boyalı;saglam;saglam;saglam;boyalı;boyalı;saglam;boyalı;saglam;saglam;saglam;saglam
clio;renault;774000;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;90;hayır;hayır;10.08.2024;2015;35235;hatchback;beyaz;176;300;;220;4;45;4.3 (şi̇) / 3.3 (şd);8;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;hasarlı
megane;renault;700000;31,1;26.02.2024;manuel;dizel;1,5;önden çekiş;90;hayır;hayır;31.12.2024;2015;80544;hatchback;beyaz;175;405;;200;4;60;5.4 (şi̇) / 4 (şd);8;çizik;saglam;çizik;çizik;ezik;saglam;saglam;ezik;ezik;ezik;ezik;boyalı, ezik
megane;renault;680000;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;110;hayır;hayır;27.08.2024;2015;164101;hatchback;beyaz;190;405;;240;4;60;5.2 (şi̇) / 4 (şd);8;saglam;saglam;boyalı;boyalı, çizik;lokal boyalı;saglam;saglam;boyalı;saglam;ezik;ezik;lokal boyalı
fluence;renault;679500;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;110;hayır;hayır;7.10.2024;2015;140000;sedan;beyaz;190;530;;240;4;60;5.2 (şi̇) / 4 (şd);8;saglam;saglam;saglam;saglam;değişen;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam
fluence;renault;630000;31,1;26.02.2024;manuel;dizel;1,5;önden çekiş;90;hayır;hayır;24.02.2025;2015;125837;sedan;beyaz;180;530;;;4;60;5.3 (şi̇) / 4 (şd);8;saglam;saglam;boyalı;boyalı;saglam;saglam;boyalı;saglam;boyalı;boyalı;saglam;boyalı
508;peugeot;737000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;115;hayır;hayır;22.01.2024;2015;180745;sedan;gri;197;473;;270;4;72;4.6 (şi̇) / 3.7 (şd);8;saglam;saglam;boyalı, çizik;boyalı, çizik;saglam;saglam;ezik;lokal boyalı;saglam;saglam;ezik;boyalı
partner tepee;peugeot;655000;31,1;26.02.2024;manuel;dizel;1,6;önden çekiş;115;hayır;hayır;12.01.2025;2015;86525;cityvan;beyaz;172;;;240;4;60;6.3 (şi̇) / 5.1 (şd);8;saglam;saglam;değişen, çizik;boyalı, çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
mokka;opel;859750;31,1;26.02.2024;tiptronic;dizel;1,6;önden çekiş;136;hayır;var;24.06.2024;2015;88166;arazi aracı;beyaz;188;356;;320;4;52;6.1 (şi̇) / 4.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam
astra;opel;660000;31,1;26.02.2024;manuel;benzin;1,4;önden çekiş;140;hayır;hayır;16.02.2024;2015;112171;hatchback;mavi;202;370;;200;4;56;7.5 (şi̇) / 4.8 (şd);16;saglam;saglam;saglam;saglam;değişen;değişen;değişen;boyalı;saglam;saglam;saglam;saglam
qashqai;nissan;967500;31,1;26.02.2024;multitronic;dizel;1,6;önden çekiş;130;var;hayır;3.05.2025;2015;63204;hatchback;gri;183;430;;320;4;55;5.3 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;çizik, ezik;saglam;saglam;saglam;saglam;saglam
qashqai;nissan;896000;31,1;26.02.2024;manuel;dizel;1,5;önden çekiş;110;hayır;hayır;16.04.2024;2015;114627;hatchback;siyah;182;430;;260;4;55;4.2 (şi̇) / 3.6 (şd);8;lokal boyalı;saglam;boyalı;boyalı;boyalı, çizik;saglam;boyalı;saglam;değişen;saglam;saglam;saglam
qashqai;nissan;838000;31,1;26.02.2024;multitronic;dizel;1,6;önden çekiş;130;hayır;hayır;28.04.2024;2015;159161;hatchback;gri;183;430;;320;4;55;5.3 (şi̇) / 4.2 (şd);16;saglam;saglam;boyalı;çizik;değişen, çizik, ezik;değişen, çizik, ezik;çizik, ezik;saglam;ezik;saglam;çizik, ezik;saglam
juke;nissan;690000;31,1;26.02.2024;manuel;dizel;1,5;önden çekiş;110;hayır;hayır;6.10.2024;2015;115755;arazi aracı;siyah;175;354;;260;4;46;4.6 (şi̇) / 3.7 (şd);8;boyalı;saglam;boyalı, çizik;boyalı;boyalı;boyalı;saglam;saglam;saglam;saglam;saglam;saglam
b-serisi;mercedes-benz;985000;31,1;26.02.2024;otomatik;benzin;1,6;önden çekiş;122;hayır;hayır;13.05.2024;2015;100658;mpv;beyaz;200;488;;200;4;50;6.9 (şi̇) / 4.5 (şd);16;saglam;saglam;boyalı, çizik;boyalı, çizik;boyalı;değişen;değişen;ezik;saglam;çizik;ezik;ezik
a-serisi;mercedes-benz;972000;31,1;26.02.2024;otomatik;dizel;1,5;önden çekiş;109;hayır;hayır;22.02.2026;2015;107045;hatchback;beyaz;190;341;;260;4;50;4.3 (şi̇) / 3.4 (şd);8;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;ezik;boyalı, ezik;çizik;çizik;boyalı
sportage;kia;970000;31,1;26.02.2024;tiptronic;benzin;1,6;önden çekiş;135;hayır;hayır;7.03.2025;2015;106550;arazi aracı;gri;160;465;;165;4;58;11.6 (şi̇) / 7.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
sportage;kia;910000;31,1;26.02.2024;tiptronic;benzin;1,6;önden çekiş;135;hayır;hayır;25.10.2023;2015;63288;arazi aracı;beyaz;160;465;;165;4;58;11.6 (şi̇) / 7.2 (şd);16;saglam;saglam;ezik;saglam;saglam;ezik;saglam;ezik;saglam;saglam;saglam;ezik
elantra;hyundai̇;769500;31,1;26.02.2024;manuel;benzin;1,6;önden çekiş;132;hayır;hayır;26.08.2024;2015;38808;sedan;kahverengi;200;485;;158;4;50;8.7 (şi̇) / 5.2 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
i20;hyundai̇;745000;31,1;26.02.2024;manuel;dizel;1,4;önden çekiş;90;hayır;hayır;1.12.2022;2015;126500;hatchback;beyaz;175;301;;240;4;50;4.9 (şi̇) / 3.5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
accent blue;hyundai̇;699900;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;128;hayır;hayır;23.07.2024;2015;73230;sedan;beyaz;190;465;;258;4;43;7.1 (şi̇) / 4.5 (şd);16;saglam;saglam;boyalı;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı
i20;hyundai̇;650000;31,1;26.02.2024;manuel;benzin;1,2;önden çekiş;84;hayır;hayır;7.11.2024;2015;81079;hatchback;beyaz;170;301;;122;4;50;7.2 (şi̇) / 4.9 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
accent blue;hyundai̇;635000;31,1;26.02.2024;otomatik;dizel;1,6;önden çekiş;136;hayır;hayır;6.10.2023;2015;188011;sedan;beyaz;190;465;;300;4;43;5.7 (şi̇) / 4 (şd);16;saglam;ezik;çizik;çizik;çizik;saglam;ezik;saglam;boyalı;saglam;ezik;boyalı
focus;ford;850000;31,1;26.02.2024;otomatik;benzin;1,6;önden çekiş;125;hayır;hayır;26.09.2025;2015;48513;hatchback;gri;;316;;159;4;55;8.7 (şi̇) / 4.9 (şd);16;saglam;saglam;saglam;saglam;saglam;değişen;saglam;ezik;saglam;saglam;saglam;saglam
fiesta;ford;747500;31,1;26.02.2024;otomatik;benzin;1;önden çekiş;100;hayır;hayır;25.06.2024;2015;95921;hatchback;beyaz;180;276;;170;3;42;6.6 (şi̇) / 3.9 (şd);12;lokal boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tourneo courier;ford;550000;31,1;26.02.2024;manuel;dizel;1,5;önden çekiş;75;hayır;hayır;20.05.2024;2015;117508;cityvan;beyaz;;;;190;4;47;4.7 (şi̇) / 3.7 (şd);8;ezik;ezik;boyalı, çizik;boyalı, çizik;değişen;ezik;ezik;ezik;ezik;ezik;ezik;ezik
linea;fiat;575000;31,1;26.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;24.12.2024;2015;61150;sedan;beyaz;170;500;;200;4;45;6.5 (şi̇) / 4 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
c4 cactus;citroen;758000;31,1;26.02.2024;otomatik;benzin;1,2;önden çekiş;82;hayır;hayır;1.06.2024;2015;121600;hatchback;beyaz;172;358;;116;3;50;5.1 (şi̇) / 3.9 (şd);12;saglam;saglam;çizik;saglam;saglam;çizik, ezik;çizik, ezik;saglam;saglam;ezik;saglam;saglam
x3;bmw;1619950;31,1;26.02.2024;tiptronic;benzin;1,6;arkadan i̇tiş;170;hayır;hayır;23.10.2025;2015;72066;arazi aracı;beyaz;204;550;;250;4;67;8.8 (şi̇) / 6 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
3 serisi;bmw;1399700;31,1;26.02.2024;tiptronic;benzin;1,6;arkadan i̇tiş;170;hayır;hayır;2.01.2025;2015;92186;sedan;gri;230;480;;250;4;60;7.3 (şi̇) / 4.4 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
x3;bmw;1379900;31,1;26.02.2024;tiptronic;benzin;1,6;arkadan i̇tiş;170;hayır;hayır;7.07.2025;2015;122784;arazi aracı;beyaz;204;550;;250;4;67;8.8 (şi̇) / 6 (şd);16;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
5 serisi;bmw;1345900;31,1;26.02.2024;tiptronic;benzin;1,6;arkadan i̇tiş;170;hayır;hayır;1.03.2025;2015;166500;sedan;i̇nci beyazı;226;520;;250;4;70;8.7 (şi̇) / 5.5 (şd);16;boyalı;saglam;saglam;saglam;boyalı;saglam;saglam;çizik;saglam;saglam;saglam;çizik
q3;audi;1437000;31,1;26.02.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;23.05.2025;2015;36636;arazi aracı;siyah;204;460;;250;4;64;7.1 (şi̇) / 5.1 (şd);16;saglam;saglam;saglam;çizik;saglam;saglam;çizik, ezik;saglam;saglam;saglam;saglam;çizik
q3;audi;1216000;31,1;26.02.2024;otomatik;benzin;1,4;önden çekiş;150;hayır;hayır;16.07.2024;2015;98737;arazi aracı;metalik mitos siyah;204;460;;250;4;64;7.1 (şi̇) / 5.1 (şd);16;ezik;saglam;boyalı, çizik;boyalı;boyalı;lokal boyalı, çizik, ezik;değişen, çizik;ezik;boyalı;çizik, ezik;çizik, ezik;ezik
crossland;opel;1095000;30,72;13.02.2024;tiptronic;benzin;1,2;önden çekiş;130;hayır;hayır;7.07.2025;2022;10530;arazi aracı;beyaz;198;410;;230;3;45;5.9 (şi̇) / 4.4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
crossland;opel;1045900;30,72;13.02.2024;tiptronic;dizel;1,5;önden çekiş;120;hayır;hayır;10.03.2025;2022;38147;arazi aracı;gri siyah;183;410;;300;4;45;4.3 (şi̇) / 3.6 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
crossland;opel;1025000;30,72;13.02.2024;tiptronic;dizel;1,5;önden çekiş;120;hayır;hayır;15.07.2025;2022;27414;arazi aracı;mavi siyah;183;410;;300;4;45;4.3 (şi̇) / 3.6 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
crossland;opel;919500;30,72;13.02.2024;tiptronic;benzin;1,2;önden çekiş;130;hayır;hayır;8.04.2025;2022;22800;arazi aracı;siyah;198;410;;230;3;45;5.9 (şi̇) / 4.4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
corsa;opel;909500;30,72;13.02.2024;tiptronic;benzin;1,2;önden çekiş;100;hayır;hayır;24.03.2025;2022;31321;hatchback;kırmızı;192;309;;205;3;44;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
corsa;opel;874500;30,72;13.02.2024;tiptronic;benzin;1,2;önden çekiş;100;hayır;hayır;12.12.2025;2022;31285;hatchback;beyaz;192;309;;205;3;44;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
corsa;opel;865000;30,72;13.02.2024;tiptronic;benzin;1,2;önden çekiş;100;hayır;hayır;2.06.2025;2022;26605;hatchback;turuncu;192;309;;205;3;44;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
qashqai;nissan;1540000;30,72;13.02.2024;multitronic;benzin;1,3;önden çekiş;158;hayır;hayır;10.02.2025;2022;6050;arazi aracı;siyah;199;424;;270;4;55;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
cooper;mini;1427000;30,72;13.02.2024;tiptronic;benzin;1,5;önden çekiş;136;hayır;hayır;27.01.2025;2022;12165;hatchback;gri siyah;207;278;;220;3;40;0 (şi̇) / 0 (şd);12;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
sorento;kia;2710000;30,72;13.02.2024;tiptronic;benzin;1,6;4x4;230;hayır;hayır;24.04.2025;2022;11000;arazi aracı;gri;193;608;;350;4;67;6.2 (şi̇) / 6 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
ceed;kia;1150000;30,72;13.02.2024;tiptronic;dizel;1,6;önden çekiş;136;hayır;hayır;5.06.2025;2022;25568;hatchback;kırmızı;200;357;;320;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;değişen;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
ceed;kia;1019000;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;120;hayır;hayır;26.05.2025;2022;17774;hatchback;i̇nci beyazı;190;357;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;çizik, ezik;saglam;saglam;saglam;saglam;saglam;saglam;saglam
bayon;hyundai̇;867500;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;100;hayır;hayır;12.06.2025;2022;34138;arazi aracı;kırmızı;176;411;;134;4;40;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
i20;hyundai̇;865000;30,72;13.02.2024;tiptronic;benzin;1,4;önden çekiş;100;hayır;hayır;19.06.2025;2022;41073;hatchback;beyaz;176;352;;134;4;40;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
bayon;hyundai̇;819900;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;100;var;hayır;18.06.2026;2022;34600;arazi aracı;açık bej;176;411;;134;4;40;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
bayon;hyundai̇;819900;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;100;var;hayır;18.06.2026;2022;33115;arazi aracı;beyaz;176;411;;134;4;40;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;hasarlı;saglam;saglam;saglam;saglam;saglam
accord;honda;1700000;30,72;13.02.2024;otomatik;benzin;1,5;önden çekiş;190;hayır;hayır;3.03.2025;2022;40720;sedan;gri;190;;;260;4;56;0 (şi̇) / 0 (şd);;saglam;saglam;hasarlı;çizik, ezik;saglam;saglam;ezik;saglam;saglam;saglam;saglam;saglam
accord;honda;1670000;30,72;13.02.2024;otomatik;benzin;1,5;önden çekiş;190;hayır;hayır;10.03.2025;2022;44436;sedan;siyah;190;;;260;4;56;0 (şi̇) / 0 (şd);;saglam;saglam;çizik, ezik;çizik, ezik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı
city;honda;869750;30,72;13.02.2024;multitronic;benzin;1,5;önden çekiş;121;hayır;hayır;25.05.2025;2022;30979;sedan;kahverengi;198;519;;145;4;40;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
ranger;ford;1790000;30,72;13.02.2024;tiptronic;dizel;2;4x4;213;hayır;hayır;14.12.2024;2022;13536;pick-up;kırmızı;;;;500;4;80;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;çizik
puma;ford;1205000;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;125;hayır;hayır;22.10.2023;2022;31700;arazi aracı;beyaz;190;456;;200;3;42;0 (şi̇) / 0 (şd);;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
puma;ford;1119900;30,72;13.02.2024;tiptronic;benzin;1;önden çekiş;125;hayır;hayır;12.06.2025;2022;26025;arazi aracı;beyaz;190;456;;200;3;42;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tourneo courier;ford;765000;30,72;13.02.2024;manuel;dizel;1,5;önden çekiş;100;hayır;hayır;19.06.2025;2022;27869;cityvan;buz beyazı;;;;215;4;44;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam
tourneo courier;ford;765000;30,72;13.02.2024;manuel;dizel;1,5;önden çekiş;100;hayır;hayır;11.06.2025;2022;27393;cityvan;buz beyazı;;;;215;4;44;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tourneo courier;ford;715000;30,72;13.02.2024;manuel;dizel;1,5;önden çekiş;100;hayır;hayır;1.08.2024;2022;53681;cityvan;buz beyazı;;;;215;4;44;0 (şi̇) / 0 (şd);;saglam;saglam;hasarlı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tourneo courier;ford;709000;30,72;13.02.2024;manuel;dizel;1,5;önden çekiş;100;hayır;hayır;13.11.2023;2022;29851;cityvan;buz beyazı;;;;215;4;44;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tourneo courier;ford;708000;30,72;13.02.2024;manuel;dizel;1,5;önden çekiş;100;hayır;hayır;31.05.2024;2022;34523;cityvan;buz beyazı;;;;215;4;44;0 (şi̇) / 0 (şd);;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı;boyalı;boyalı
tourneo courier;ford;676000;30,72;13.02.2024;manuel;dizel;1,5;önden çekiş;100;hayır;hayır;3.07.2025;2022;32211;cityvan;gri;;;;215;4;44;0 (şi̇) / 0 (şd);;değişen;saglam;boyalı;boyalı, hasarlı;saglam;saglam;saglam;saglam;değişen;saglam;boyalı;boyalı
egea;fiat;1073000;30,72;13.02.2024;tiptronic;dizel;1,6;önden çekiş;130;hayır;hayır;22.10.2023;2022;16700;hatchback;beyaz;200;440;;320;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;1073000;30,72;13.02.2024;tiptronic;dizel;1,6;önden çekiş;130;hayır;hayır;22.10.2023;2022;11334;hatchback;beyaz;200;440;;320;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;999750;30,72;13.02.2024;tiptronic;benzin;1,5;önden çekiş;130;hayır;hayır;25.05.2025;2022;29281;hatchback;beyaz;202;440;;240;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;999250;30,72;13.02.2024;tiptronic;benzin;1,5;önden çekiş;130;hayır;hayır;1.09.2025;2022;33787;hatchback;beyaz;202;440;;240;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;959000;30,72;13.02.2024;tiptronic;dizel;1,6;önden çekiş;130;hayır;hayır;24.03.2025;2022;31274;hatchback;gri;200;440;;320;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;932000;30,72;13.02.2024;tiptronic;dizel;1,6;önden çekiş;130;hayır;hayır;10.11.2025;2022;14095;sedan;beyaz;209;520;;320;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;925000;30,72;13.02.2024;tiptronic;dizel;1,6;önden çekiş;130;hayır;hayır;29.12.2025;2022;29511;hatchback;beyaz;200;440;;320;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;882000;30,72;13.02.2024;tiptronic;dizel;1,6;önden çekiş;130;hayır;hayır;15.09.2025;2022;33971;sedan;gri;209;520;;320;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;çizik;hasarlı;saglam;saglam;saglam;saglam;saglam;saglam;ezik;saglam
egea;fiat;735000;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;95;hayır;hayır;22.09.2025;2022;16262;sedan;beyaz;186;520;;127;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;728000;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;24.02.2025;2022;55813;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;lokal boyalı;saglam;değişen;çizik;değişen;saglam;saglam;saglam;boyalı;boyalı;saglam;saglam
egea;fiat;722000;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;26.05.2025;2022;45934;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;lokal boyalı;boyalı;saglam;boyalı;boyalı;boyalı;saglam;saglam;saglam;saglam
egea;fiat;709500;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;24.03.2025;2022;32385;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;709500;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;16.06.2025;2022;30545;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;709000;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;25.05.2025;2022;42223;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;698000;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;95;hayır;hayır;15.09.2025;2022;29063;sedan;mavi;186;520;;127;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;hasarlı;hasarlı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;çizik
egea;fiat;684500;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;95;hayır;hayır;22.09.2025;2022;31633;sedan;beyaz;186;520;;127;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;684000;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;95;hayır;hayır;25.05.2025;2022;26693;sedan;beyaz;186;520;;127;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
fiorino;fiat;675000;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;1.11.2023;2022;28074;cityvan;beyaz;167;;;200;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
duster;dacia;967000;30,72;13.02.2024;tiptronic;benzin;1,3;önden çekiş;150;hayır;hayır;16.04.2025;2022;31556;arazi aracı;beyaz;199;478;;250;4;50;0 (şi̇) / 0 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
duster;dacia;960000;30,72;13.02.2024;manuel;benzin;1,3;4x4;150;hayır;hayır;23.05.2025;2022;23631;arazi aracı;turuncu;198;467;;250;4;50;7.3 (şi̇) / 5.5 (şd);;değişen;saglam;değişen;saglam;boyalı;saglam;saglam;saglam;değişen;boyalı;saglam;saglam
egea;fiat;728000;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;16.08.2025;2022;31381;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;728000;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;16.06.2025;2022;30545;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;722000;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;26.05.2025;2022;45934;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;lokal boyalı;boyalı;saglam;boyalı;boyalı;boyalı;saglam;saglam;saglam;saglam
egea;fiat;705000;30,72;13.02.2024;manuel;dizel;1,2;önden çekiş;95;hayır;hayır;24.03.2025;2022;32385;sedan;beyaz;184;520;;200;4;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
egea;fiat;698000;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;95;hayır;hayır;15.09.2025;2022;29063;sedan;mavi;186;520;;127;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;hasarlı;hasarlı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;çizik
egea;fiat;684500;30,72;13.02.2024;manuel;benzin;1,4;önden çekiş;95;hayır;hayır;22.09.2025;2022;31633;sedan;beyaz;186;520;;127;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
